,index,speed,time,start_latitude
445,27350,20,2023-09-06T07:31:03.000,41.9537825128
446,27189,25,2023-09-06T07:31:19.000,41.9540197354
447,27187,14,2023-09-06T07:31:19.000,41.9543511743
448,27186,8,2023-09-06T07:31:19.000,41.9544240318
449,27178,23,2023-09-06T07:31:19.000,41.9542409021
450,27191,17,2023-09-06T07:31:19.000,41.9541531514
451,27119,25,2023-09-06T07:31:24.000,41.9527793008
452,27115,21,2023-09-06T07:31:24.000,41.9530473793
453,27116,14,2023-09-06T07:31:24.000,41.9532811726
454,27117,19,2023-09-06T07:31:24.000,41.9526056908
455,27120,13,2023-09-06T07:31:24.000,41.9533921986
456,27123,27,2023-09-06T07:31:24.000,41.9535105845
457,27126,28,2023-09-06T07:31:24.000,41.9521088985
458,27127,25,2023-09-06T07:31:24.000,41.9529189391
459,27128,18,2023-09-06T07:31:24.000,41.9526256799
460,27121,16,2023-09-06T07:31:24.000,41.9531625184
461,26678,30,2023-09-06T07:40:05.000,41.9519145079
462,26534,23,2023-09-06T07:40:18.000,41.9536492536
463,26531,20,2023-09-06T07:40:18.000,41.9537825128
464,26525,15,2023-09-06T07:40:18.000,41.9538366862
465,26352,14,2023-09-06T07:40:36.000,41.9544240318
466,26353,24,2023-09-06T07:40:36.000,41.9542409021
467,26355,8,2023-09-06T07:40:36.000,41.9543511743
468,26356,16,2023-09-06T07:40:36.000,41.9538755379
469,26354,19,2023-09-06T07:40:36.000,41.9541531514
470,26295,25,2023-09-06T07:40:45.000,41.9524069352
471,26298,19,2023-09-06T07:40:45.000,41.9526056908
472,26296,25,2023-09-06T07:40:45.000,41.9521088985
473,26297,17,2023-09-06T07:40:45.000,41.9529189391
474,26299,23,2023-09-06T07:40:45.000,41.9527793008
475,26304,23,2023-09-06T07:40:45.000,41.9532811726
476,26301,22,2023-09-06T07:40:45.000,41.9535105845
477,26307,12,2023-09-06T07:40:45.000,41.9533921986
478,26300,16,2023-09-06T07:40:45.000,41.9531625184
